564086,,POSTAGE,1.0,8/23/11 9:36,160.0,
564087,22503,CABIN BAG VINTAGE PAISLEY,4.0,8/23/11 9:38,29.95,
564087,22504,CABIN BAG VINTAGE RETROSPOT,4.0,8/23/11 9:38,29.95,
564087,21788,KIDS RAIN MAC BLUE,24.0,8/23/11 9:38,0.85,
564087,21789,KIDS RAIN MAC PINK,24.0,8/23/11 9:38,0.85,
564087,20749,ASSORTED COLOUR MINI CASES,6.0,8/23/11 9:38,7.95,
564087,20682,RED RETROSPOT CHILDRENS UMBRELLA,6.0,8/23/11 9:38,3.25,
564087,20961,STRAWBERRY BATH SPONGE,20.0,8/23/11 9:38,1.25,
564087,20963,APPLE BATH SPONGE,30.0,8/23/11 9:38,1.25,
564087,21485,RETROSPOT HEART HOT WATER BOTTLE,6.0,8/23/11 9:38,4.95,
564087,22580,ADVENT CALENDAR GINGHAM SACK,9.0,8/23/11 9:38,5.95,
564087,22452,MEASURING TAPE BABUSHKA PINK,12.0,8/23/11 9:38,2.95,
564087,22453,MEASURING TAPE BABUSHKA BLUE,18.0,8/23/11 9:38,2.95,
564087,22326,ROUND SNACK BOXES SET OF4 WOODLAND,48.0,8/23/11 9:38,2.55,
564087,22327,ROUND SNACK BOXES SET OF 4 SKULLS,48.0,8/23/11 9:38,2.55,
564087,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",8.0,8/23/11 9:38,4.95,
564087,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,8.0,8/23/11 9:38,4.95,
564087,21218,RED SPOTTY BISCUIT TIN,6.0,8/23/11 9:38,3.75,
564087,21154,RED RETROSPOT OVEN GLOVE,10.0,8/23/11 9:38,1.25,
564087,21906,PHARMACIE FIRST AID TIN,8.0,8/23/11 9:38,6.75,
564087,23245,SET OF 3 REGENCY CAKE TINS,12.0,8/23/11 9:38,4.95,
564087,22348,TEA BAG PLATE RED RETROSPOT,12.0,8/23/11 9:38,0.85,
564087,22195,LARGE HEART MEASURING SPOONS,12.0,8/23/11 9:38,1.65,
564087,23050,RECYCLED ACAPULCO MAT GREEN,8.0,8/23/11 9:38,8.25,
564087,23052,RECYCLED ACAPULCO MAT TURQUOISE,8.0,8/23/11 9:38,8.25,
564087,23053,RECYCLED ACAPULCO MAT PINK,8.0,8/23/11 9:38,8.25,
564087,23054,RECYCLED ACAPULCO MAT LAVENDER,8.0,8/23/11 9:38,8.25,
564087,21936,RED RETROSPOT PICNIC BAG,5.0,8/23/11 9:38,2.95,
564087,20674,GREEN POLKADOT BOWL,16.0,8/23/11 9:38,1.25,
564087,20676,RED RETROSPOT BOWL,16.0,8/23/11 9:38,1.25,
564087,20675,BLUE POLKADOT BOWL,16.0,8/23/11 9:38,1.25,
564087,20677,PINK POLKADOT BOWL,16.0,8/23/11 9:38,1.25,
564087,21843,RED RETROSPOT CAKE STAND,5.0,8/23/11 9:38,10.95,
564087,,CHILDRENS CUTLERY RETROSPOT RED,48.0,8/23/11 9:38,4.15,
564087,,CHILDRENS CUTLERY POLKADOT PINK,48.0,8/23/11 9:38,4.15,
564087,23256,CHILDRENS CUTLERY SPACEBOY,24.0,8/23/11 9:38,4.15,
564087,,CHILDRENS CUTLERY POLKADOT BLUE,24.0,8/23/11 9:38,4.15,
564087,23255,CHILDRENS CUTLERY CIRCUS PARADE,24.0,8/23/11 9:38,4.15,
564087,22634,CHILDS BREAKFAST SET SPACEBOY,6.0,8/23/11 9:38,9.95,
564087,22635,CHILDS BREAKFAST SET DOLLY GIRL,6.0,8/23/11 9:38,9.95,
564087,22636,CHILDS BREAKFAST SET CIRCUS PARADE,6.0,8/23/11 9:38,8.5,
564087,22423,REGENCY CAKESTAND 3 TIER,6.0,8/23/11 9:38,12.75,
564087,20979,36 PENCILS TUBE RED RETROSPOT,16.0,8/23/11 9:38,1.25,
