,22153,ANGEL DECORATION STARS ON DRESS,-48.0,12/15/10 11:39,0.42,12865
539330,37449,CERAMIC CAKE STAND + HANGING CAKES,8.0,12/17/10 9:38,8.5,12370
539330,37446,MINI CAKE STAND WITH HANGING CAKES,8.0,12/17/10 9:38,1.45,12370
539330,22962,JAM JAR WITH PINK LID,12.0,12/17/10 9:38,0.85,12370
539330,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,4.0,12/17/10 9:38,4.25,12370
539330,22113,GREY HEART HOT WATER BOTTLE,4.0,12/17/10 9:38,3.75,12370
539330,22313,OFFICE MUG WARMER PINK,6.0,12/17/10 9:38,2.95,12370
539330,22312,OFFICE MUG WARMER POLKADOT,6.0,12/17/10 9:38,2.95,12370
539330,,POSTAGE,3.0,12/17/10 9:38,40.0,12370
542887,20713,JUMBO BAG OWLS,10.0,2/1/11 13:10,1.95,12373
542887,21931,JUMBO STORAGE BAG SUKI,20.0,2/1/11 13:10,1.95,12373
542887,22553,PLASTERS IN TIN SKULLS,12.0,2/1/11 13:10,1.65,12373
542887,20724,RED RETROSPOT CHARLOTTE BAG,30.0,2/1/11 13:10,0.85,12373
542887,20719,WOODLAND CHARLOTTE BAG,20.0,2/1/11 13:10,0.85,12373
542887,20726,LUNCH BAG WOODLAND,20.0,2/1/11 13:10,1.65,12373
542887,22328,ROUND SNACK BOXES SET OF 4 FRUITS,6.0,2/1/11 13:10,2.95,12373
542887,20712,JUMBO BAG WOODLAND ANIMALS,20.0,2/1/11 13:10,1.95,12373
542887,22326,ROUND SNACK BOXES SET OF4 WOODLAND,12.0,2/1/11 13:10,2.95,12373
542887,21481,FAWN BLUE HOT WATER BOTTLE,6.0,2/1/11 13:10,2.95,12373
542887,,JUMBO BAG RED RETROSPOT,10.0,2/1/11 13:10,1.95,12373
542887,22356,CHARLOTTE BAG PINK POLKADOT,10.0,2/1/11 13:10,0.85,12373
542887,20728,LUNCH BAG CARS BLUE,20.0,2/1/11 13:10,1.65,12373
542887,,POSTAGE,1.0,2/1/11 13:10,40.0,12373
543027,17003,BROCADE RING PURSE,36.0,2/2/11 14:51,0.21,12414
543027,22556,PLASTERS IN TIN CIRCUS PARADE,12.0,2/2/11 14:51,1.65,12414
543027,22551,PLASTERS IN TIN SPACEBOY,12.0,2/2/11 14:51,1.65,12414
543027,22557,PLASTERS IN TIN VINTAGE PAISLEY,12.0,2/2/11 14:51,1.65,12414
543027,20974,12 PENCILS SMALL TUBE SKULL,24.0,2/2/11 14:51,0.65,12414
543027,20975,12 PENCILS SMALL TUBE RED RETROSPOT,48.0,2/2/11 14:51,0.65,12414
543027,,POSTAGE,1.0,2/2/11 14:51,40.0,12414
545570,22556,PLASTERS IN TIN CIRCUS PARADE,24.0,3/3/11 16:28,1.65,12817
545570,22139,RETROSPOT TEA SET CERAMIC 11 PC,12.0,3/3/11 16:28,4.95,12817
