567526,22631,CIRCUS PARADE LUNCH BOX,64.0,9/21/11 9:06,1.65,12435
567526,21524,DOORMAT SPOTTY HOME SWEET HOME,50.0,9/21/11 9:06,7.08,12435
567526,23342,MINT DINER WALL CLOCK,36.0,9/21/11 9:06,7.65,12435
567526,23341,PINK DINER WALL CLOCK,36.0,9/21/11 9:06,7.65,12435
567526,22192,BLUE DINER WALL CLOCK,36.0,9/21/11 9:06,7.65,12435
567526,22728,ALARM CLOCK BAKELIKE PINK,50.0,9/21/11 9:06,3.39,12435
567526,22730,ALARM CLOCK BAKELIKE IVORY,50.0,9/21/11 9:06,3.39,12435
567526,22624,IVORY KITCHEN SCALES,48.0,9/21/11 9:06,7.65,12435
567526,22627,MINT KITCHEN SCALES,36.0,9/21/11 9:06,7.65,12435
567526,22625,RED KITCHEN SCALES,48.0,9/21/11 9:06,7.65,12435
567526,22467,GUMBALL COAT RACK,72.0,9/21/11 9:06,2.1,12435
567526,21915,RED  HARMONICA IN BOX,240.0,9/21/11 9:06,1.06,12435
567526,22630,DOLLY GIRL LUNCH BOX,64.0,9/21/11 9:06,1.65,12435
567526,23201,JUMBO BAG ALPHABET,100.0,9/21/11 9:06,1.79,12435
567526,20713,JUMBO BAG OWLS,100.0,9/21/11 9:06,1.79,12435
567526,22865,HAND WARMER OWL DESIGN,96.0,9/21/11 9:06,1.85,12435
567526,22727,ALARM CLOCK BAKELIKE RED,50.0,9/21/11 9:06,3.39,12435
568223,23355,HOT WATER BOTTLE KEEP CALM,4.0,9/26/11 10:16,4.95,12412
568223,23356,LOVE HOT WATER BOTTLE,3.0,9/26/11 10:16,5.95,12412
568223,23357,HOT WATER BOTTLE SEX BOMB,4.0,9/26/11 10:16,4.95,12412
568223,23377,PACK OF 12 DOLLY GIRL TISSUES,24.0,9/26/11 10:16,0.39,12412
568223,23392,SPACEBOY ROCKET LOLLY MAKERS,24.0,9/26/11 10:16,2.08,12412
568223,23559,WOODLAND BUNNIES LOLLY MAKERS,12.0,9/26/11 10:16,2.08,12412
568223,23280,FOLDING BUTTERFLY MIRROR HOT PINK,12.0,9/26/11 10:16,0.83,12412
568223,23281,FOLDING BUTTERFLY MIRROR RED,12.0,9/26/11 10:16,0.83,12412
568223,21479,WHITE SKULL HOT WATER BOTTLE,4.0,9/26/11 10:16,4.25,12412
568223,,CHARLIE+LOLA RED HOT WATER BOTTLE,3.0,9/26/11 10:16,4.65,12412
